Rk,Date,Team,H/A,Opponent,Result,Win/Loss,Team Points,Opponent Points,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_TD,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Total Offense_Plays,Total Offense_Yds,Total Offense_Avg,First Downs_Pass,First Downs_Rush,First Downs_Pen,First Downs_Tot,Penalties_No.,Penalties_Yds,Turnovers_Fum,Turnovers_Int,Turnovers_Tot,Season,Custom,WINS,Losses
2,9/10/2022 0:00,Oklahoma,Home,Kent State,W (33-3),W,33,3,21,28,75,296,3,36,134,3.7,1,64,430,6.7,11,7,2,20,5,25,0,0,0,2022,,1,0
3,9/17/2022 0:00,Oklahoma,Away,Nebraska,W (49-14),W,49,14,19,30,63.3,268,3,54,312,5.8,4,84,580,6.9,16,14,1,31,6,65,1,0,1,2022,,1,0
4,9/24/2022 0:00,Oklahoma,Home,Kansas State,L (34-41),L,34,41,26,39,66.7,330,4,34,220,6.5,0,73,550,7.5,14,12,0,26,11,87,0,0,0,2022,Big 12,0,1
5,10/1/2022 0:00,Oklahoma,Away,TCU,L (24-55),L,24,55,14,32,43.8,176,0,49,179,3.7,3,81,355,4.4,7,13,2,22,7,80,1,0,1,2022,Big 12,0,1
6,10/8/2022 0:00,Oklahoma,N,Texas,L (0-49),L,0,49,9,17,52.9,39,0,42,156,3.7,0,59,195,3.3,3,8,0,11,3,36,0,2,2,2022,Big 12,0,1
7,10/15/2022 0:00,Oklahoma,Home,Kansas,W (52-42),W,52,42,29,43,67.4,403,2,57,298,5.2,5,100,701,7,21,14,1,36,4,45,2,1,3,2022,Big 12,1,0
8,10/29/2022 0:00,Oklahoma,Away,Iowa State,W (27-13),W,27,13,16,27,59.3,150,2,47,182,3.9,1,74,332,4.5,6,12,1,19,4,31,1,0,1,2022,Big 12,1,0
9,11/5/2022 0:00,Oklahoma,Home,Baylor,L (35-38),L,35,38,22,34,64.7,261,2,45,238,5.3,3,79,499,6.3,11,16,2,29,8,64,0,3,3,2022,Big 12,0,1
10,11/12/2022 0:00,Oklahoma,Away,West Virginia,L (20-23),L,20,23,17,28,60.7,190,0,40,236,5.9,2,68,426,6.3,9,11,2,22,6,60,0,0,0,2022,Big 12,0,1
11,11/19/2022 0:00,Oklahoma,Home,Oklahoma State,W (28-13),W,28,13,20,40,50,259,2,34,175,5.1,2,74,434,5.9,10,6,1,17,2,23,1,1,2,2022,Big 12,1,0
12,11/26/2022 0:00,Oklahoma,Away,Texas Tech,L (48-51),L,48,51,29,42,69,462,6,45,210,4.7,0,87,672,7.7,14,11,2,27,4,31,0,1,1,2022,Big 12,0,1
13,12/29/2022 0:00,Oklahoma,N,Florida State*,L (32-35),L,32,35,14,24,58.3,243,1,60,253,4.2,3,84,496,5.9,9,17,1,27,7,46,1,0,1,2022,,0,1
1,9/1/2012 0:00,Oklahoma State,Home,Savannah State,W (84-0),W,84,0,26,37,70.3,287,3,42,395,9.4,9,79,682,8.6,13,20,0,33,4,40,1,1,2,2012,,1,0
2,9/8/2012 0:00,Oklahoma State,Away,Arizona,L (38-59),L,38,59,37,60,61.7,436,4,32,200,6.3,1,92,636,6.9,17,12,1,30,15,167,1,3,4,2012,,0,1
3,9/15/2012 0:00,Oklahoma State,Home,Louisiana,W (65-24),W,65,24,26,37,70.3,412,4,59,330,5.6,4,96,742,7.7,17,20,2,39,5,45,0,1,1,2012,,1,0
4,9/29/2012 0:00,Oklahoma State,Home,Texas,L (36-41),L,36,41,18,27,66.7,301,2,40,275,6.9,2,67,576,8.6,11,13,0,24,7,65,0,1,1,2012,Big 12,0,1
5,10/13/2012 0:00,Oklahoma State,Away,Kansas,W (20-14),W,20,14,18,29,62.1,255,1,44,116,2.6,1,73,371,5.1,9,6,2,17,3,45,0,1,1,2012,Big 12,1,0
6,10/20/2012 0:00,Oklahoma State,Home,Iowa State,W (31-10),W,31,10,32,47,68.1,415,1,42,210,5,3,89,625,7,14,12,2,28,5,36,2,0,2,2012,Big 12,1,0
7,10/27/2012 0:00,Oklahoma State,Home,TCU,W (36-14),W,36,14,18,33,54.5,324,1,40,147,3.7,2,73,471,6.5,12,6,4,22,5,40,1,1,2,2012,Big 12,1,0
8,11/3/2012 0:00,Oklahoma State,Away,Kansas State,L (30-44),L,30,44,27,47,57.4,417,2,24,87,3.6,0,71,504,7.1,19,6,1,26,5,44,1,4,5,2012,Big 12,0,1
9,11/10/2012 0:00,Oklahoma State,Home,West Virginia,W (55-34),W,55,34,22,31,71,292,4,35,151,4.3,2,66,443,6.7,12,8,1,21,11,108,0,1,1,2012,Big 12,1,0
10,11/17/2012 0:00,Oklahoma State,Home,Texas Tech,W (59-21),W,59,21,12,22,54.5,231,4,42,256,6.1,3,64,487,7.6,8,14,1,23,5,35,0,0,0,2012,Big 12,1,0
11,11/24/2012 0:00,Oklahoma State,Away,Oklahoma,L (48-51),L,48,51,20,38,52.6,289,1,41,201,4.9,5,79,490,6.2,11,11,1,23,6,55,0,1,1,2012,Big 12,0,1
12,12/1/2012 0:00,Oklahoma State,Away,Baylor,L (34-41),L,34,41,31,53,58.5,342,2,37,218,5.9,2,90,560,6.2,20,10,2,32,5,35,0,2,2,2012,Big 12,0,1
13,1/1/2013 0:00,Oklahoma State,N,Purdue*,W (58-14),W,58,14,25,34,73.5,311,5,41,213,5.2,1,75,524,7,14,11,3,28,7,62,0,0,0,2013,,1,0
1,8/31/2013 0:00,Oklahoma State,N,Mississippi State,W (21-3),W,21,3,21,33,63.6,146,0,40,286,7.2,3,73,432,5.9,8,12,2,22,7,86,0,0,0,2013,,1,0
2,9/7/2013 0:00,Oklahoma State,Away,UTSA,W (56-35),W,56,35,35,43,81.4,518,6,32,87,2.7,2,75,605,8.1,23,6,1,30,7,60,0,0,0,2013,,1,0
3,9/14/2013 0:00,Oklahoma State,Home,Lamar,W (59-3),W,59,3,23,36,63.9,271,2,38,155,4.1,5,74,426,5.8,15,9,2,26,4,28,0,1,1,2013,,1,0
4,9/28/2013 0:00,Oklahoma State,Away,West Virginia,L (21-30),L,21,30,20,47,42.6,322,3,40,111,2.8,0,87,433,5,11,5,2,18,10,96,1,2,3,2013,Big 12,0,1
5,10/5/2013 0:00,Oklahoma State,Home,Kansas State,W (33-29),W,33,29,24,40,60,245,1,25,85,3.4,2,65,330,5.1,8,7,4,19,1,7,1,0,1,2013,Big 12,1,0
6,10/19/2013 0:00,Oklahoma State,Home,TCU,W (24-10),W,24,10,20,44,45.5,320,0,35,95,2.7,2,79,415,5.3,11,5,4,20,9,70,1,3,4,2013,Big 12,1,0
7,10/26/2013 0:00,Oklahoma State,Away,Iowa State,W (58-27),W,58,27,10,27,37,78,1,47,342,7.3,5,74,420,5.7,4,13,3,20,7,41,0,1,1,2013,Big 12,1,0
8,11/2/2013 0:00,Oklahoma State,Away,Texas Tech,W (52-34),W,52,34,18,34,52.9,211,2,55,281,5.1,5,89,492,5.5,11,12,1,24,10,97,0,2,2,2013,Big 12,1,0
9,11/9/2013 0:00,Oklahoma State,Home,Kansas,W (42-6),W,42,6,20,39,51.3,274,3,31,85,2.7,2,70,359,5.1,13,5,4,21,3,21,0,0,0,2013,Big 12,1,0
10,11/16/2013 0:00,Oklahoma State,Away,Texas,W (38-13),W,38,13,16,22,72.7,197,2,40,183,4.6,2,62,380,6.1,10,9,2,21,5,50,0,1,1,2013,Big 12,1,0
11,11/23/2013 0:00,Oklahoma State,Home,Baylor,W (49-17),W,49,17,21,27,77.8,440,3,46,154,3.3,3,73,594,8.1,13,8,0,21,7,65,0,0,0,2013,Big 12,1,0
12,12/7/2013 0:00,Oklahoma State,Home,Oklahoma,L (24-33),L,24,33,19,35,54.3,200,1,35,200,5.7,2,70,400,5.7,10,7,2,19,7,59,1,1,2,2013,Big 12,0,1
13,1/3/2014 0:00,Oklahoma State,N,Missouri*,L (31-41),L,31,41,33,57,57.9,381,2,39,167,4.3,2,96,548,5.7,16,10,0,26,10,100,1,2,3,2014,,0,1
1,8/30/2014 0:00,Oklahoma State,N,Florida State,L (31-37),L,31,37,15,28,53.6,203,1,42,161,3.8,3,70,364,5.2,9,9,4,22,7,70,1,1,2,2014,,0,1
2,9/6/2014 0:00,Oklahoma State,Home,Missouri State,W (40-23),W,40,23,21,35,60,274,2,35,206,5.9,2,70,480,6.9,10,10,2,22,5,45,0,0,0,2014,,1,0
3,9/13/2014 0:00,Oklahoma State,Home,UTSA,W (43-13),W,43,13,16,30,53.3,315,2,49,162,3.3,2,79,477,6,12,8,4,24,5,45,0,0,0,2014,,1,0
4,9/25/2014 0:00,Oklahoma State,Home,Texas Tech,W (45-35),W,45,35,17,31,54.8,370,4,42,158,3.8,2,73,528,7.2,12,7,3,22,10,129,0,2,2,2014,Big 12,1,0
5,10/4/2014 0:00,Oklahoma State,Home,Iowa State,W (37-20),W,37,20,26,41,63.4,271,1,42,129,3.1,2,83,400,4.8,12,10,3,25,7,40,0,2,2,2014,Big 12,1,0
6,10/11/2014 0:00,Oklahoma State,Away,Kansas,W (27-20),W,27,20,17,31,54.8,161,1,37,114,3.1,1,68,275,4,7,5,3,15,7,44,1,1,2,2014,Big 12,1,0
7,10/18/2014 0:00,Oklahoma State,Away,TCU,L (9-42),L,9,42,10,25,40,132,0,39,126,3.2,0,64,258,4,5,7,0,12,4,23,0,2,2,2014,Big 12,0,1
8,10/25/2014 0:00,Oklahoma State,Home,West Virginia,L (10-34),L,10,34,21,41,51.2,242,1,39,194,5,0,80,436,5.5,15,7,1,23,4,30,0,2,2,2014,Big 12,0,1
9,11/1/2014 0:00,Oklahoma State,Away,Kansas State,L (14-48),L,14,48,12,23,52.2,148,0,40,112,2.8,1,63,260,4.1,7,8,0,15,5,54,1,2,3,2014,Big 12,0,1
10,11/15/2014 0:00,Oklahoma State,Home,Texas,L (7-28),L,7,28,17,29,58.6,158,1,23,34,1.5,0,52,192,3.7,7,2,0,9,5,70,1,1,2,2014,Big 12,0,1
11,11/22/2014 0:00,Oklahoma State,Away,Baylor,L (28-49),L,28,49,13,25,52,281,2,43,116,2.7,2,68,397,5.8,8,6,3,17,4,45,0,2,2,2014,Big 12,0,1
12,12/6/2014 0:00,Oklahoma State,Away,Oklahoma,W (38-35),W,38,35,19,35,54.3,273,2,26,112,4.3,2,61,385,6.3,11,6,1,18,9,55,0,1,1,2014,Big 12,1,0
13,1/2/2015 0:00,Oklahoma State,N,Washington*,W (30-22),W,30,22,18,27,66.7,321,2,49,152,3.1,1,76,473,6.2,13,7,2,22,7,50,1,1,2,2015,,1,0
1,9/3/2015 0:00,Oklahoma State,Away,Central Michigan,W (24-13),W,24,13,22,32,68.8,266,1,35,153,4.4,2,67,419,6.3,13,6,0,19,4,35,0,0,0,2015,,1,0
2,9/12/2015 0:00,Oklahoma State,Home,Central Arkansas,W (32-8),W,32,8,25,39,64.1,414,3,35,164,4.7,1,74,578,7.8,13,12,0,25,8,65,0,1,1,2015,,1,0
3,9/19/2015 0:00,Oklahoma State,Home,UTSA,W (69-14),W,69,14,19,26,73.1,312,3,40,217,5.4,4,66,529,8,11,11,0,22,5,45,1,0,1,2015,,1,0
4,9/26/2015 0:00,Oklahoma State,Away,Texas,W (30-27),W,30,27,24,36,66.7,292,2,46,103,2.2,1,82,395,4.8,17,4,6,27,7,40,1,2,3,2015,Big 12,1,0
5,10/3/2015 0:00,Oklahoma State,Home,Kansas State,W (36-34),W,36,34,35,56,62.5,441,4,27,49,1.8,1,83,490,5.9,23,2,1,26,8,95,1,1,2,2015,Big 12,1,0
6,10/10/2015 0:00,Oklahoma State,Away,West Virginia,W (33-26),W,33,26,22,43,51.2,228,1,38,134,3.5,2,81,362,4.5,11,5,4,20,7,55,0,3,3,2015,Big 12,1,0
7,10/24/2015 0:00,Oklahoma State,Home,Kansas,W (58-10),W,58,10,27,36,75,381,3,47,202,4.3,4,83,583,7,15,15,3,33,2,25,0,0,0,2015,Big 12,1,0
8,10/31/2015 0:00,Oklahoma State,Away,Texas Tech,W (70-53),W,70,53,27,43,62.8,478,5,36,184,5.1,3,79,662,8.4,20,8,1,29,7,65,0,1,1,2015,Big 12,1,0
9,11/7/2015 0:00,Oklahoma State,Home,TCU,W (49-29),W,49,29,18,27,66.7,375,5,26,81,3.1,1,53,456,8.6,13,1,2,16,7,67,0,0,0,2015,Big 12,1,0
